P,H,HS,T,RH,CC
1.071563275,14,37.21,13,56,1
1.404126925,15,33.76,13.9,54,2
1.430088825,16,27.96,14.4,53,3
1.13982475,17,20.51,14.6,53,7
0.468908775,18,12.02,14.6,56,12
0.0117735,19,2.99,13.6,64,21
0,20,0,11.4,72,29
0,21,0,10,71,26
0,22,0,9,75,8
0,23,0,8.4,78,3
0,0,0,8,81,45
0,1,0,7.6,84,58
0,2,0,7.3,85,40
0,3,0,7,87,30
0,4,0,6.6,88,23
0,5,0,6.4,89,15
0,6,0,5.9,91,12
0.0035578,7,-2.24,5.5,92,6
0.0660481,8,6.91,5.1,93,7
0.12650895,9,15.79,6.1,90,10
0.1874318,10,23.95,8.7,84,8
0.240622125,11,30.85,11,78,4
0.36898805,12,35.82,13.3,72,3
0.66995335,13,38.2,15,68,5
1.07710105,14,37.59,16.2,63,5
1.369486075,15,34.11,17,59,0
1.363502275,16,28.28,17.4,56,0
1.166631075,17,20.8,17.6,54,0
0.6288689,18,12.29,17.3,56,0
0.046274925,19,3.25,16.2,62,0
0,20,0,14.3,66,0
0,21,0,13.4,65,0
0,22,0,11.9,70,0
0,23,0,10.7,74,0
0,0,0,9.7,77,0
0,1,0,8.7,79,0
0,2,0,7.8,82,0
0,3,0,7,85,0
0,4,0,6.1,87,0
0,5,0,5.4,89,0
0,6,0,4.9,90,0
0.005382375,7,-1.88,4.4,90,0
0.07334375,8,7.27,3.9,91,0
0.1210913,9,16.16,5.4,85,0
0.1431715,10,24.33,8.6,74,0
0.196644125,11,31.24,11.1,66,0
0.309650325,12,36.22,13.3,60,0
0.629456625,13,38.6,15,54,0
1.08272215,14,37.97,16.1,48,0
1.3967066,15,34.46,16.7,44,0
1.391062475,16,28.6,16.9,43,0
1.188965025,17,21.09,16.9,42,1
0.6805485,18,12.57,16.6,44,0
0.0520295,19,3.52,15.4,52,0
0,20,0,13.2,59,0
0,21,0,11.9,61,0
0,22,0,10.6,67,0
0,23,0,9.8,71,0
0,0,0,9,74,5
0,1,0,8.2,77,3
0,2,0,7.2,82,6
0,3,0,6.1,86,3
0,4,0,6.2,83,1
0,5,0,6.1,85,2
0,6,0,5,89,3
0.00683675,7,-1.52,4.5,92,7
0.080501875,8,7.63,4.5,93,5
0.135882425,9,16.52,6.4,89,9
0.175689375,10,24.71,8.9,83,17
0.218387375,11,31.63,11.8,72,6
0.36577195,12,36.62,13.9,62,0
0.684468275,13,39,15,56,1
0.554962125,14,38.35,15.6,53,1
0.863574125,15,34.8,15.8,52,1
0.627635475,16,28.91,15.7,51,1
0.226995775,17,21.38,15.3,53,2
0.345373875,18,12.84,14.4,57,1
0.046004825,19,3.78,13,64,0
0,20,0,10.9,70,0
0,21,0,9.8,69,0
0,22,0,8.7,70,1
0,23,0,7.8,73,0
0,0,0,7,77,0
0,1,0,6.4,81,0
0,2,0,5.8,84,1
0,3,0,5.5,86,0
0,4,0,5.2,88,1
0,5,0,4.9,88,1
0,6,0,4.5,89,2
0.01124645,7,-1.16,4.1,90,2
0.090113125,8,7.99,3.9,92,0
0.144993125,9,16.89,5,90,4
0.18290715,10,25.09,7.5,80,0
0.221767975,11,32.03,9.3,70,0
0.3482113,12,37.02,10.8,62,4
0.677799025,13,39.4,12.1,57,7
1.156075725,14,38.73,13.1,53,9
1.48467955,15,35.15,13.8,51,0
1.526565425,16,29.23,14.2,51,0
1.373963825,17,21.67,14.1,52,0
0.8323917,18,13.11,13.6,55,0
0.085020725,19,4.05,12.3,63,0
0,20,0,10.1,69,0
0,21,0,9.3,69,0
0,22,0,8.3,71,0
0,23,0,7.6,71,0
0,0,0,7.1,72,0
0,1,0,6.5,75,0
0,2,0,5.9,78,0
0,3,0,5.2,82,0
0,4,0,4.3,87,0
0,5,0,3.7,88,0
0,6,0,3.7,88,0
0.0102338,7,-0.8,4,87,0
0.078841475,8,8.35,4.5,87,0
0.1242361,9,17.26,5.4,88,0
0.165125125,10,25.47,8.9,75,0
0.22722435,11,32.42,11.2,66,0
0.3792733,12,37.42,12.8,61,13
0.706191025,13,39.79,13.9,60,1
1.1520166,14,39.11,14.6,59,8
1.4620159,15,35.5,15,59,7
1.528991675,16,29.54,14.9,61,0
1.425616375,17,21.96,14.4,64,0
0.9691795,18,13.38,13.5,68,0
0.096936325,19,4.31,12.1,74,3
0,20,0,10.3,82,7
0,21,0,9.2,83,2
0,22,0,8.4,88,5
0,23,0,8,91,23
0,0,0,7.6,93,22
0,1,0,7.3,95,50
0,2,0,7.2,95,78
0,3,0,6.9,96,90
0,4,0,6.8,96,90
0,5,0,6.5,93,90
0,6,0,6.1,95,89
0,7,-0.44,5.8,95,77
0.0124808,8,8.71,5.5,95,68
0.08293585,9,17.62,6,85,46
0.098996775,10,25.84,6.8,80,4
0.116077025,11,32.81,8.2,75,0
0.1366046,12,37.82,9.6,69,0
0.2667504,13,40.19,11,63,0
0.625991575,14,39.48,12.1,59,0
1.15885625,15,35.84,12.9,57,0
1.547812725,16,29.85,13.2,57,0
1.6417694,17,22.24,13.2,58,0
1.5346999,18,13.65,12.8,60,0
1.076267925,19,4.57,12,66,0
0.114848625,20,0,10.4,74,0
0,21,0,9.8,75,0
0,22,0,8.8,80,0
0,23,0,8.1,84,0
0,0,0,7.4,88,0
0,1,0,6.8,91,0
0,2,0,6.3,93,0
0,3,0,5.9,94,1
0,4,0,5.5,95,2
0,5,0,5.1,97,2
0,6,0,4.7,97,4
0,7,-0.09,4.4,98,4
0.005868075,8,9.07,4.2,98,11
0.109972975,9,17.99,5.3,97,13
0.26863705,10,26.22,6.8,91,4
0.44645595,11,33.2,8.7,86,1
0.40538755,12,38.22,10.4,79,17
0.37452745,13,40.58,11.7,74,5
0.748952825,14,39.86,12.5,72,8
1.1202199,15,36.18,13,70,4
1.505812525,16,30.16,13.1,69,0
1.496626,17,22.53,12.7,70,4
1.259481275,18,13.91,12,73,21
0.567870775,19,4.83,11,78,17
0.052710325,20,-4.29,9.6,84,26
0,21,0,8.4,87,59
0,22,0,7.8,89,65
0,23,0,7.2,91,77
0,0,0,6.7,93,34
0,1,0,6.5,94,30
0,2,0,6,96,61
0,3,0,6.1,96,88
0,4,0,5.8,96,94
0,5,0,5.5,96,91
0,6,0,5.2,96,100
0,7,0.27,4.9,96,84
0.00978925,8,9.43,4.9,96,79
0.125516525,9,18.35,6.4,92,79
0.292309425,10,26.6,7.5,85,90
0.48383615,11,33.59,8.7,78,89
0.48133855,12,38.62,9.7,73,86
0.68036105,13,40.98,10.6,70,85
0.833095875,14,40.23,11.3,66,77
1.220542925,15,36.53,12.1,62,65
1.496778025,16,30.47,12.5,59,20
1.489182325,17,22.81,12.4,57,23
0.912963375,18,14.18,11.9,58,20
0.6205359,19,5.09,11,63,9
0.0715346,20,-4.03,9.5,69,9
0,21,0,7.9,78,7
0,22,0,7.1,82,6
0,23,0,6.5,84,3
0,0,0,5.9,85,15
0,1,0,5.3,88,20
0,2,0,4.9,90,13
0,3,0,4.5,91,16
0,4,0,4.2,92,12
0,5,0,4.1,93,17
0,6,0,3.8,93,35
0,7,0.63,3.8,94,68
0.024835525,8,9.79,3.6,94,100
0.162709075,9,18.72,6.2,91,100
0.337204925,10,26.97,7,84,100
0.455769725,11,33.97,7.8,79,82
0.634891375,12,39.02,8.1,76,100
0.777881625,13,41.37,8.6,72,100
1.008239475,14,40.6,8.5,72,98
1.05538455,15,36.87,8.2,71,84
1.09073135,16,30.78,8,70,68
0.73063185,17,23.09,7.9,69,59
0.602633125,18,14.44,7.5,68,74
0.297289825,19,5.35,6.6,67,76
0.01726965,20,-3.77,5.5,70,60
0,21,0,5.4,72,72
0,22,0,4.7,76,100
0,23,0,4,80,100
0,0,0,3.2,85,100
0,1,0,2.2,93,100
0,2,0,1.8,92,100
0,3,0,1.7,93,100
0,4,0,1.6,93,100
0,5,0,1.6,94,100
0,6,0,1.7,93,100
0,7,0.99,1.8,92,100
0.00390385,8,10.14,2,91,100
0.090266475,9,19.08,2.8,85,100
0.17175875,10,27.34,3.8,78,100
0.1749989,11,34.36,4.8,75,100
0.18504005,12,39.41,5.5,71,100
0.352341175,13,41.76,5.7,74,98
0.303293025,14,40.98,6.2,76,100
0.3341327,15,37.2,6.3,77,100
0.701908575,16,31.08,5.3,78,100
0.5873003,17,23.37,4.4,88,100
0.522209925,18,14.71,3.3,98,100
0.138213175,19,5.61,2.4,99,100
0.012883175,20,-3.5,1.8,95,100
0,21,0,1.9,95,100
0,22,0,1.8,96,100
0,23,0,1.5,95,100
0,0,0,1.2,94,100
0,1,0,1,92,100
0,2,0,1,88,100
0,3,0,0.9,86,100
0,4,0,0.7,86,100
0,5,0,0.7,83,100
0,6,0,0.8,81,100
0,7,1.34,0.8,81,100
0,8,10.5,0.9,80,100
0.03047175,9,19.44,1.4,77,92
0.17864815,10,27.71,1.9,73,97
0.30818735,11,34.74,2.5,68,95
0.387790175,12,39.81,3.4,60,100
0.5087409,13,42.15,4,55,100
0.568003675,14,41.35,5,51,100
0.92959185,15,37.54,5.1,50,100
0.92423505,16,31.39,5.1,51,100
0.545230675,17,23.65,4.7,53,100
1.0536761,18,14.97,4.7,52,100
0.73540565,19,5.87,4.4,53,100
0.2109225,20,-3.24,3.8,55,85
0,21,0,3.8,60,100
0,22,0,3.6,61,100
0,23,0,3.4,61,97
0,0,0,3.1,61,65
0,1,0,2.8,62,72
0,2,0,2.5,65,46
0,3,0,2.1,69,53
0,4,0,1.9,71,45
0,5,0,1.5,74,57
0,6,0,1.2,75,79
0,7,1.69,1,77,96
0.02011055,8,10.85,1.2,78,99
0.095262225,9,19.8,2.7,69,95
0.235260775,10,28.08,3.8,59,81
0.30589715,11,35.13,4.4,52,41
0.39277455,12,40.2,5.1,48,75
0.627714075,13,42.54,5.7,44,100
0.96552645,14,41.71,6.1,41,100
1.260788325,15,37.88,5.9,43,65
1.202304375,16,31.69,6.3,40,54
1.36190085,17,23.92,6,43,82
1.504036225,18,15.23,5.7,46,54
1.351600325,19,6.12,5.2,50,0
0.24375525,20,-2.98,4.2,55,1
0,21,0,3.1,59,3
0,22,0,2.4,63,4
0,23,0,1.9,68,15
0,0,0,1.4,73,18
0,1,0,1.1,77,25
0,2,0,0.5,82,40
0,3,0,0.3,84,27
0,4,0,0.6,82,26
0,5,0,0.2,85,22
0,6,0,-0.4,87,29
0,7,2.04,-0.9,89,19
0.024217275,8,11.2,-0.7,90,25
0.125542025,9,20.16,2.3,85,48
0.286959125,10,28.45,4.8,69,70
0.3300668,11,35.51,5.8,61,87
0.617807175,12,40.59,6.4,59,100
0.5124773,13,42.93,6.8,61,100
0.94102675,14,42.08,7.1,67,92
1.4040508,15,38.21,7.3,70,69
1.52424545,16,31.99,7.2,72,44
1.377271125,17,24.2,6.4,76,33
1.364585875,18,15.49,6.3,74,44
0.830037,19,6.38,5.9,75,22
0.20371465,20,-2.72,5,77,37
0,21,0,4.2,80,74
0,22,0,3.6,84,30
0,23,0,3.1,86,30
0,0,0,3.1,87,27
0,1,0,3.4,85,31
0,2,0,3.8,83,60
0,3,0,4,81,100
0,4,0,4.4,79,86
0,5,0,4.9,77,84
0,6,0,5.1,77,75
0,7,2.39,5.3,78,78
0.006427075,8,11.55,5.4,77,87
0.078087325,9,20.51,5.6,81,100
0.14161645,10,28.82,5.5,85,100
0.155398,11,35.89,5.5,88,100
0.2418235,12,40.98,5.8,90,100
0.316383175,13,43.32,6.3,91,100
0.192229925,14,42.44,6.8,92,100
0.095423525,15,38.54,7.4,94,100
0.0714159,16,32.29,7.9,95,100
0.096756825,17,24.47,8.5,95,100
0.051197475,18,15.75,9,94,100
0.024614275,19,6.63,9.3,92,100
0,20,-2.46,9.3,91,100
0,21,0,9.3,94,100
0,22,0,9.6,93,100
0,23,0,9.4,93,100
0,0,0,9.1,94,100
0,1,0,9,94,100
0,2,0,9,94,100
0,3,0,8.8,95,100
0,4,0,8.6,95,100
0,5,0,8.4,95,100
0,6,0,8.3,94,100
0,7,2.74,8.3,94,100
0.02321645,8,11.9,8.6,93,100
0.093493475,9,20.87,9.4,90,100
0.27022045,10,29.18,9.6,90,100
0.298186325,11,36.27,10.3,89,100
0.347308925,12,41.37,10.3,87,100
0.654472575,13,43.7,10.4,87,100
0.67689655,14,42.81,10.8,84,100
0.499357925,15,38.87,10.7,85,100
0.40126045,16,32.59,10.4,87,100
0.1176176,17,24.75,10.2,88,100
0.381676175,18,16.01,10.1,87,100
0.0686046,19,6.89,10,86,100
0.0038571,20,-2.2,9.8,87,100
0,21,0,9.8,80,100
0,22,0,9.7,81,100
0,23,0,9.6,80,83
0,0,0,9.2,81,100
0,1,0,9.4,80,100
0,2,0,9.4,81,100
0,3,0,9.2,83,98
0,4,0,8.9,83,74
0,5,0,8.6,82,100
0,6,0,8.5,81,100
0,7,3.09,8.5,81,100
0.0115748,8,12.24,8.6,82,100
0.066166825,9,21.22,8.9,82,100
0.109850725,10,29.55,9,84,100
0.346315325,11,36.64,9.4,84,100
0.498294225,12,41.75,10.1,82,100
0.5603488,13,44.08,10.4,81,97
0.32569315,14,43.17,10.4,82,100
0.1529894,15,39.2,10.4,82,100
0.22721435,16,32.88,10.5,82,100
0.37975295,17,25.02,10.6,81,100
0.080502325,18,16.27,10.6,81,100
0.025800225,19,7.14,10.4,81,100
0,20,-1.94,10.2,81,83
0,21,0,9.5,84,44
0,22,0,9.1,84,50
0,23,0,9,85,100
0,0,0,9.1,84,100
0,1,0,9.1,85,100
0,2,0,8.9,86,100
0,3,0,8.7,84,58
0,4,0,8.6,85,92
0,5,0,8.4,86,100
0,6,0,8.5,86,100
0,7,3.43,8.3,90,100
0,8,12.59,8.4,89,100
0.035579125,9,21.57,8.5,90,100
0.214282125,10,29.91,8.3,86,88
0.36155815,11,37.02,8.4,79,22
0.5804656,12,42.14,9,72,68
0.659347925,13,44.46,9.8,67,53
1.068853775,14,43.53,10.1,64,40
1.39058185,15,39.53,10.2,65,16
0.73385435,16,33.18,9.9,66,22
0.318822425,17,25.28,8.8,76,43
0.2835269,18,16.52,9.1,75,35
0.33858755,19,7.39,8.6,73,65
0.0165906,20,-1.69,7.9,77,62
0,21,0,7.1,78,69
0,22,0,6.7,81,74
0,23,0,6.7,81,80
0,0,0,6.4,81,92
0,1,0,6,82,100
0,2,0,5.4,83,87
0,3,0,5.1,83,86
0,4,0,4.8,82,84
0,5,0,4.5,83,55
0,6,0,4.5,85,68
0,7,3.77,4.3,86,67
0.064640525,8,12.93,4.8,85,57
0.160813975,9,21.91,5.5,83,82
0.34423625,10,30.26,6.3,78,72
0.49365095,11,37.39,7.1,76,92
0.714861475,12,42.52,7.6,73,100
0.784860425,13,44.84,7.9,69,100
0.85663175,14,43.88,8.3,65,86
1.02478215,15,39.85,8.2,64,40
0.779033925,16,33.47,8.1,64,70
0.86472175,17,25.55,7.7,65,71
0.65595345,18,16.77,7.6,64,60
0.330726525,19,7.64,7.1,66,71
0.114627325,20,-1.43,6.3,71,58
0,21,0,6,72,64
0,22,0,5.7,74,57
0,23,0,5.6,72,72
0,0,0,5.7,70,57
0,1,0,5.7,70,55
0,2,0,5.3,74,40
0,3,0,5.1,76,36
0,4,0,5.1,76,32
0,5,0,5,78,45
0,6,0,4.6,81,71
0.00022025,7,4.11,4.8,79,83
0.0750339,8,13.27,5,78,64
0.11778485,9,22.26,5.6,82,61
0.23641095,10,30.62,6.4,79,79
0.36645005,11,37.76,7.2,77,90
0.475098225,12,42.9,7.7,74,71
0.656886925,13,45.22,8.1,72,65
0.66117655,14,44.24,8.2,70,70
0.25556805,15,40.17,8,67,48
0.842175025,16,33.76,7.8,64,37
1.522455025,17,25.82,7.6,61,76
0.99145175,18,17.03,6.9,62,32
0.717701375,19,7.89,6.4,65,36
0.14066295,20,-1.18,5.7,68,8
0.00086015,21,0,4.7,68,12
0,22,0,4.5,69,29
0,23,0,4.2,70,42
0,0,0,4,70,34
0,1,0,4.3,69,17
0,2,0,4.2,69,31
0,3,0,4.1,70,45
0,4,0,4.1,70,40
0,5,0,4.1,70,32
0,6,0,3.9,71,44
0,7,4.45,4,72,60
0.0389085,8,13.6,4.4,75,67
0.128233025,9,22.6,5.5,77,52
0.2198606,10,30.97,6.7,67,57
0.3457661,11,38.12,7.5,62,62
0.442311075,12,43.27,8.1,59,20
0.58427405,13,45.59,8.9,57,26
1.031249175,14,44.59,9.3,55,43
1.59340455,15,40.49,9.6,53,85
1.557930875,16,34.04,9.8,51,100
1.7238893,17,26.08,9.6,52,100
1.6282535,18,17.28,9.2,53,100
1.104150575,19,8.14,8.8,56,97
0.27191775,20,-0.92,7.9,64,78
0.000374675,21,0,7.2,74,53
0,22,0,6.4,76,36
0,23,0,4.5,86,31
0,0,0,3.6,89,48
0,1,0,3.4,88,41
0,2,0,3.5,87,83
0,3,0,3.4,86,88
0,4,0,3.4,85,76
0,5,0,3.3,85,44
0,6,0,3.3,85,48
0,7,4.78,3.1,85,46
0.064769025,8,13.94,3.5,84,43
0.269731575,9,22.94,6,76,36
0.250652225,10,31.32,8.2,69,29
0.2694026,11,38.49,10.1,65,15
0.34607125,12,43.65,11.7,57,19
0.56495715,13,45.96,12.5,51,25
0.994759975,14,44.94,13,49,11
1.4573907,15,40.81,13.5,48,15
1.4311004,16,34.33,13.8,48,7
1.3541317,17,26.34,13.8,48,4
1.095295375,18,17.53,13.7,51,29
0.58044945,19,8.38,13,55,32
0.129664575,20,-0.67,11.8,58,41
0.001018175,21,0,10.9,59,36
0,22,0,10.2,60,32
0,23,0,9.6,62,30
0,0,0,9.3,62,72
0,1,0,9,64,48
0,2,0,8.6,67,32
0,3,0,8.1,70,28
0,4,0,7.9,72,32
0,5,0,7.7,73,16
0,6,-3.79,7.7,73,15
0,7,5.12,7.2,75,29
0.047636575,8,14.27,7.5,76,33
0.19031885,9,23.27,8.5,73,48
0.254682025,10,31.67,9.6,74,39
0.295313025,11,38.85,10.5,77,20
0.4899959,12,44.02,12.3,75,72
0.780502975,13,46.33,14.2,71,62
0.9037683,14,45.29,15.7,66,43
1.344549925,15,41.12,17.1,61,40
1.30571575,16,34.61,18.1,58,34
1.07780195,17,26.61,18.7,57,59
0.5617831,18,17.77,18.2,63,57
0.2058335,19,8.63,17,68,49
0.10855555,20,-0.41,15.6,72,43
0,21,0,14.6,77,33
0,22,0,13.7,82,32
0,23,0,12.8,86,41
0,0,0,12.4,89,55
0,1,0,11.7,91,100
0,2,0,11.3,92,75
0,3,0,11.1,94,32
0,4,0,11.1,94,27
0,5,0,11,92,37
0,6,0,11,92,46
0.0009571,7,5.44,10.7,93,92
0.093091075,8,14.6,10.6,94,100
0.287059625,9,23.61,11.1,91,85
0.435631075,10,32.01,11.7,87,75
0.393003675,11,39.2,12.9,82,56
0.49277285,12,44.39,13.5,78,68
0.368722925,13,46.7,13.5,77,82
0.863669325,14,45.63,12.7,85,66
1.464238225,15,41.44,12.7,84,22
1.149547275,16,34.9,13.2,80,64
0.803195975,17,26.86,13.9,79,100
0.764040925,18,18.02,14.1,78,79
0.23508075,19,8.87,13.8,81,38
0.10051175,20,-0.16,12.9,86,30
0.005558675,21,0,12.2,87,30
0,22,0,11.4,90,31
0,23,0,10.9,92,30
0,0,0,10.6,92,53
0,1,0,10.3,92,44
0,2,0,10,91,30
0,3,0,9.6,92,27
0,4,0,8.9,93,29
0,5,0,8.4,94,29
0,6,-3.12,7.9,95,26
0.00078605,7,5.77,7.5,97,14
0.064941775,8,14.92,8.1,97,4
0.2069265,9,23.94,10.6,92,18
0.135488775,10,32.35,12,88,23
0.189265625,11,39.56,13.5,84,17
0.439897775,12,44.75,14.7,79,38
0.651517675,13,47.06,15.3,74,42
0.980751925,14,45.98,15.6,70,38
1.44147755,15,41.75,15.5,68,42
1.8517373,16,35.17,15.1,69,63
1.807860975,17,27.12,14.7,70,38
1.81330495,18,18.27,14.2,73,38
1.594567825,19,9.12,13.3,78,24
0.635750775,20,0.09,12,84,32
0.00631355,21,0,10.4,87,26
0,22,0,9.3,92,12
0,23,0,8.4,95,5
0,0,0,7.9,95,7
0,1,0,7.4,95,5
0,2,0,6.9,96,54
0,3,0,6.2,97,60
0,4,0,5.6,98,43
0,5,0,5.4,98,51
0,6,-2.79,5.5,97,56
0.000931975,7,6.09,5.6,97,69
0.101382775,8,15.24,6.4,96,71
0.209313025,9,24.26,8.4,87,100
0.33161445,10,32.69,9,85,100
0.527129525,11,39.91,9.6,83,98
0.627913925,12,45.12,10.3,80,100
0.8718529,13,47.42,11.1,77,100
1.134553975,14,46.32,11.6,75,100
1.2502802,15,42.05,12,73,100
1.5653253,16,35.45,12.4,71,100
1.491636775,17,27.38,12.4,70,100
1.4265577,18,18.51,12.2,70,100
0.728531775,19,9.36,11.9,70,100
0.047068475,20,0.34,11.2,74,100
0,21,0,9.7,77,100
0,22,0,9.4,79,100
0,23,0,9,81,100
0,0,0,8.8,83,100
0,1,0,8.4,85,100
0,2,0,8.2,86,100
0,3,0,8.2,86,98
0,4,0,7.9,88,100
0,5,0,7.6,90,92
0,6,-2.47,7.6,90,83
0.005321075,7,6.41,7.6,90,65
0.06675885,8,15.56,8,89,55
0.15970705,9,24.59,9,85,19
0.2725269,10,33.02,10.4,77,34
0.208427,11,40.26,11.3,73,47
0.28011305,12,45.48,12.3,67,29
0.687478825,13,47.78,13,63,28
1.0433334,14,46.65,13.5,59,26
1.569618025,15,42.36,14,57,8
1.8014612,16,35.73,14.3,54,10
1.7649808,17,27.63,14.4,50,7
1.887386475,18,18.75,14.2,47,8
1.593639875,19,9.6,13.6,51,6
0.632331925,20,0.58,12.2,55,7
0.0042624,21,0,10.4,58,20
0,22,0,9.3,59,0
0,23,0,8.4,60,0
0,0,0,7.8,61,0
0,1,0,7.3,62,2
0,2,0,6.8,64,1
0,3,0,6.3,66,0
0,4,0,5.8,69,0
0,5,0,5.2,71,0
0,6,-2.14,4.7,73,0
0.001514625,7,6.73,4.3,76,0
0.05620445,8,15.88,5,76,0
0.095089275,9,24.91,7.2,66,0
0.118744625,10,33.35,9,61,0
0.135180025,11,40.6,10.6,59,0
0.22737605,12,45.83,12.2,56,0
0.5331875,13,48.14,13.5,52,0
0.9840003,14,46.99,14.6,48,0
1.603403625,15,42.66,15.3,45,1
1.8808816,16,36,15.8,44,0
1.966491975,17,27.88,15.9,45,1
1.880751025,18,18.99,15.7,47,0
1.541499375,19,9.84,15.1,53,0
0.647839025,20,0.83,13.6,57,0
0.0094842,21,0,12.4,61,0
0,22,0,11.3,63,0
0,23,0,10.5,64,0
0,0,0,9.8,66,0
0,1,0,9.2,67,0
0,2,0,8.5,69,0
0,3,0,8,70,0
0,4,0,7.5,72,0
0,5,0,7,74,0
0,6,-1.82,6.5,76,5
0.006418175,7,7.04,6.1,78,15
0.090456125,8,16.19,6.7,78,20
0.132346175,9,25.22,9,65,22
0.223871675,10,33.68,10.9,60,20
0.340569975,11,40.95,12.6,56,16
0.395136075,12,46.19,14.2,54,22
0.5993894,13,48.49,15.5,50,21
0.990614825,14,47.32,16.4,45,9
1.58693545,15,42.96,17,42,1
1.881441625,16,36.27,17.2,41,7
1.918452075,17,28.13,17.3,41,16
1.510168925,18,19.23,17.1,43,22
0.7274959,19,10.08,16.4,50,26
0.170599875,20,1.08,14.8,66,27
0.007032825,21,0,12.5,70,29
0,22,0,10.7,78,29
0,23,0,9.6,82,29
0,0,0,9,85,29
0,1,0,8.3,87,26
0,2,0,7.6,89,23
0,3,0,6.9,90,24
0,4,0,6.5,89,23
0,5,0,6.2,88,25
0,6,-1.51,5.9,88,24
0.006752975,7,7.35,5.6,87,29
0.07791865,8,16.5,6.9,84,29
0.17027385,9,25.53,9.5,73,28
0.29838295,10,34,11.9,64,29
0.368875225,11,41.28,13.8,58,28
0.47206735,12,46.54,15.1,52,29
0.6886096,13,48.84,15.8,49,29
1.053910075,14,47.65,16.2,49,29
1.581116125,15,43.26,16.4,49,29
1.80227045,16,36.54,16.4,50,29
1.571030825,17,28.38,16.2,50,29
1.30659485,18,19.47,15.9,51,29
0.721696975,19,10.31,15.2,55,29
0.319961425,20,1.32,13.9,60,29
0.005564525,21,0,12.6,64,27
0,22,0,11.7,67,25
0,23,0,11,69,23
0,0,0,10.3,71,17
0,1,0,9.6,73,14
0,2,0,9,75,12
0,3,0,8.4,75,11
0,4,0,7.9,75,10
0,5,0,7.4,75,9
0,6,-1.2,7,75,8
0.0060564,7,7.66,6.6,77,3
0.0618784,8,16.8,7.2,77,0
0.10011035,9,25.84,8.9,69,0
0.12573955,10,34.32,10.4,65,0
0.147437925,11,41.62,11.9,61,2
0.258902225,12,46.88,13.1,56,2
0.57689175,13,49.18,14,53,4
1.012541225,14,47.98,14.6,53,5
1.61191855,15,43.56,15.1,52,3
1.899842675,16,36.81,15.3,52,1
1.97331315,17,28.62,15.4,51,5
1.87282505,18,19.7,15.3,51,68
1.263069825,19,10.55,14.8,54,12
0.210089425,20,1.56,13.7,59,0
0.011411125,21,0,12.2,61,0
0,22,0,11.2,64,0
0,23,0,10.4,67,2
0,0,0,9.7,70,17
0,1,0,9.1,73,1
0,2,0,8.6,75,4
0,3,0,8.2,77,11
0,4,0,7.9,79,16
0,5,0,7.5,81,16
0,6,-0.89,7.1,83,17
0.009217075,7,7.96,6.9,85,14
0.071602,8,17.1,7.8,83,2
0.10823985,9,26.15,9.3,77,0
0.13338645,10,34.64,10.9,71,0
0.174663675,11,41.95,12.2,63,4
0.258499125,12,47.23,13.4,55,8
0.578681675,13,49.53,14.3,51,8
1.022773475,14,48.3,15.1,50,23
1.627027525,15,43.85,15.7,50,20
1.9193572,16,37.07,16.1,50,12
1.877346925,17,28.87,16.3,49,53
1.579697225,18,19.94,16.1,52,100
0.50256745,19,10.78,15.2,57,98
0.342789925,20,1.81,14.3,62,33
0.007696975,21,0,12.9,65,19
0,22,0,12,69,35
0,23,0,11.5,71,47
0,0,0,11.3,71,79
0,1,0,11.1,70,80
0,2,0,10.8,70,83
0,3,0,10.4,72,100
0,4,0,10.2,75,69
0,5,0,9.7,79,52
0,6,-0.58,9.3,83,47
0.00655255,7,8.26,9,86,27
0.072100825,8,17.4,9.5,85,13
0.122861925,9,26.45,10.3,82,29
0.1456279,10,34.95,11.4,76,57
0.1904061,11,42.27,12.3,71,90
0.29768905,12,47.57,13.6,64,2
0.624481225,13,49.87,14.5,61,15
1.04585395,14,48.62,14.8,58,82
1.642057725,15,44.14,15.3,57,55
1.823901525,16,37.33,15.7,55,44
0.5030096,17,29.11,15.5,57,100
0.43006915,18,20.17,15.2,59,92
0.14870775,19,11.02,15,60,98
0.05062155,20,2.05,14.5,61,100
0.00032785,21,0,14.2,58,100
0,22,0,13.6,60,100
0,23,0,13.1,63,76
0,0,0,12.6,66,28
0,1,0,11.8,71,23
0,2,0,11.2,75,20
0,3,0,10.6,78,28
0,4,0,10.1,82,31
0,5,0,9.7,84,25
0,6,-0.28,9.4,85,28
0.006035825,7,8.55,9.3,85,18
0.082032325,8,17.69,9.8,82,14
0.1340379,9,26.74,10.8,77,2
0.1718813,10,35.26,12,71,1
0.27534285,11,42.6,13.4,65,50
0.4365409,12,47.9,14.5,61,62
0.79248275,13,50.2,15.2,58,55
1.089533075,14,48.94,15.6,57,59
1.6857976,15,44.43,15.8,55,52
1.6762027,16,37.59,15.9,55,25
1.556324375,17,29.35,15.9,54,10
1.646441725,18,20.4,15.7,54,3
1.3145316,19,11.25,15.3,54,3
0.569162525,20,2.28,14.7,53,4
0.0247499,21,0,13.7,54,11
0,22,0,13,55,21
0,23,0,12.6,56,21
0,0,0,12,58,16
0,1,0,11.4,60,1
0,2,0,10.8,62,0
0,3,0,10.1,66,0
0,4,0,9.7,68,0
0,5,0,9.3,71,1
0,6,0.01,8.9,74,8
0.006117475,7,8.84,8.6,76,7
